time,tasmin,tasmax,pr
2061-01-28,22.87,38.51,0.0
2061-01-29,16.41,35.57,0.7
2061-01-30,15.04,28.37,0.01
2061-01-31,10.42,21.61,0.0
2061-02-01,11.7,23.2,0.0
2061-02-02,9.13,20.88,0.97
2061-02-03,10.59,17.42,0.05
2061-02-04,8.41,20.16,2.19
2061-02-05,9.55,20.41,2.21
2061-02-06,9.97,19.96,0.0
2061-02-07,9.2,23.94,0.0
2061-02-08,12.66,22.27,0.01
2061-02-09,15.37,31.25,0.0
2061-02-10,7.99,18.6,0.15
2061-02-11,13.11,24.33,0.03
2061-02-12,15.97,25.35,0.07
2061-02-13,11.27,20.69,0.0
2061-02-14,12.31,23.24,0.59
2061-02-15,9.46,18.44,0.0
2061-02-16,8.02,17.91,0.0
2061-02-17,11.24,22.85,0.0
2061-02-18,13.76,27.15,0.0
2061-02-19,20.24,33.11,0.0
2061-02-20,10.63,32.35,0.12
2061-02-21,12.14,22.94,0.0
2061-02-22,13.79,28.17,0.0
2061-02-23,17.27,35.06,0.0
2061-02-24,11.39,37.3,1.45
2061-02-25,8.27,18.52,0.0
2061-02-26,7.67,17.92,0.0
2061-02-27,11.07,21.06,0.02
2061-02-28,16.87,24.19,2.82
2061-03-01,12.87,26.07,0.87
2061-03-02,13.17,21.86,0.05
2061-03-03,8.39,19.36,0.0
2061-03-04,8.87,19.95,0.0
2061-03-05,10.88,21.15,0.0
2061-03-06,16.07,28.99,0.09
2061-03-07,9.16,27.22,57.68
2061-03-08,8.52,13.46,2.96
2061-03-09,6.51,16.42,0.0
2061-03-10,10.07,19.99,0.0
2061-03-11,10.84,22.72,0.24
2061-03-12,7.61,16.54,0.03
2061-03-13,12.01,18.64,0.08
2061-03-14,7.69,19.2,0.0
2061-03-15,11.17,19.82,0.0
2061-03-16,10.32,21.83,0.01
2061-03-17,12.2,20.69,0.01
2061-03-18,12.18,23.81,0.0
2061-03-19,9.58,21.2,0.07
2061-03-20,9.67,19.73,0.0
2061-03-21,10.6,23.1,0.08
2061-03-22,13.29,20.05,0.37
2061-03-23,12.88,20.02,0.02
2061-03-24,12.13,24.37,6.79
2061-03-25,6.59,13.99,1.11
2061-03-26,7.91,15.2,0.13
2061-03-27,5.35,15.13,0.03
2061-03-28,7.28,18.1,0.0
2061-03-29,6.49,17.84,0.95
2061-03-30,9.74,15.48,0.12
2061-03-31,5.44,14.3,0.3
2061-04-01,11.64,16.97,0.0
2061-04-02,10.55,18.52,0.25
2061-04-03,9.96,18.74,0.01
2061-04-04,6.46,19.05,0.15
2061-04-05,6.27,16.56,0.0
2061-04-06,9.64,21.26,0.0
2061-04-07,8.1,24.32,2.17
2061-04-08,5.12,14.72,0.0
2061-04-09,11.92,20.19,0.15
2061-04-10,5.12,14.75,0.58
2061-04-11,8.27,14.13,0.55
2061-04-12,8.75,15.27,0.8
2061-04-13,5.52,14.86,0.18
2061-04-14,5.59,16.25,0.02
2061-04-15,10.76,21.29,4.46
2061-04-16,6.13,11.97,1.61
2061-04-17,5.56,15.26,0.01
2061-04-18,8.33,21.26,0.0
2061-04-19,12.13,21.82,0.12
2061-04-20,5.16,15.81,0.0
2061-04-21,7.63,15.05,0.16
2061-04-22,7.8,20.06,0.31
2061-04-23,5.63,18.16,0.82
2061-04-24,9.13,15.34,0.01
2061-04-25,8.84,16.76,0.0
2061-04-26,8.71,20.14,0.0
2061-04-27,13.61,22.59,0.78
2061-04-28,13.94,25.64,0.52
2061-04-29,5.54,17.69,0.19
2061-04-30,10.85,15.97,0.03
2061-05-01,6.05,17.41,3.7
2061-05-02,7.18,15.83,0.0
2061-05-03,10.69,17.21,0.0
2061-05-04,11.43,18.74,0.0
2061-05-05,7.18,19.66,3.4
2061-05-06,10.81,15.28,0.3
2061-05-07,10.54,15.67,0.08
2061-05-08,4.75,15.65,0.81
2061-05-09,7.72,13.46,0.03
2061-05-10,7.18,14.95,0.03
2061-05-11,8.95,16.34,0.8
2061-05-12,8.71,17.25,0.03
2061-05-13,3.7,16.82,1.24
2061-05-14,7.47,11.37,0.01
2061-05-15,7.01,13.92,0.0
2061-05-16,7.23,16.77,7.55
2061-05-17,6.87,13.99,0.86
2061-05-18,11.43,15.68,0.06
2061-05-19,12.49,16.45,0.03
2061-05-20,6.38,17.17,7.44
2061-05-21,4.1,10.5,0.81
2061-05-22,3.8,12.92,0.0
2061-05-23,8.31,14.69,0.0
2061-05-24,7.18,16.36,0.0
2061-05-25,13.49,18.29,0.0
2061-05-26,4.26,22.1,6.87
2061-05-27,2.53,10.18,0.17
2061-05-28,5.57,13.78,0.0
2061-05-29,9.61,14.03,0.07
2061-05-30,9.49,15.04,0.11
2061-05-31,6.52,16.25,0.92
2061-06-01,5.99,13.5,0.01
2061-06-02,9.5,14.42,0.01
2061-06-03,4.7,14.54,0.01
2061-06-04,8.64,15.3,0.58
2061-06-05,1.91,13.92,0.09
2061-06-06,3.6,11.3,0.03
2061-06-07,3.38,12.98,0.22
2061-06-08,6.06,12.23,0.0
2061-06-09,8.69,15.53,0.0
2061-06-10,8.23,17.0,1.06
2061-06-11,5.84,13.05,0.34
2061-06-12,5.09,14.61,7.95
2061-06-13,10.33,14.18,0.32
2061-06-14,9.69,15.21,0.7
2061-06-15,4.08,12.46,0.0
2061-06-16,6.2,14.02,1.04
2061-06-17,2.68,10.0,0.15
2061-06-18,4.85,10.15,8.61
2061-06-19,4.41,11.18,0.27
2061-06-20,9.01,12.76,0.12
2061-06-21,10.05,14.32,0.07
2061-06-22,5.2,14.1,0.02
2061-06-23,6.26,12.39,1.98
2061-06-24,8.55,15.88,0.01
2061-06-25,5.03,13.16,0.0
2061-06-26,5.05,13.64,0.0
2061-06-27,7.08,13.35,0.0
2061-06-28,9.33,15.18,0.84
2061-06-29,5.22,13.68,0.0
2061-06-30,6.16,13.94,0.02
2061-07-01,9.52,15.15,0.28
2061-07-02,6.97,16.87,0.0
2061-07-03,4.92,13.4,0.32
2061-07-04,7.05,12.61,0.11
2061-07-05,9.67,16.52,0.0
2061-07-06,7.69,15.85,0.82
2061-07-07,3.98,12.03,0.37
2061-07-08,3.04,10.98,0.0
2061-07-09,5.84,11.65,0.85
2061-07-10,8.19,12.65,0.01
2061-07-11,9.26,13.32,0.1
2061-07-12,6.36,15.51,0.0
2061-07-13,5.21,14.94,0.0
2061-07-14,9.41,15.09,0.0
2061-07-15,10.99,15.61,0.0
2061-07-16,10.45,15.9,2.55
2061-07-17,8.21,16.34,0.95
2061-07-18,7.21,14.81,0.02
2061-07-19,5.47,14.48,0.08
2061-07-20,6.8,14.85,0.01
2061-07-21,8.31,13.03,2.19
2061-07-22,7.1,13.53,0.11
2061-07-23,8.48,15.49,2.69
2061-07-24,8.39,15.04,5.65
2061-07-25,5.08,12.71,0.07
2061-07-26,7.96,12.85,0.09
2061-07-27,10.4,13.93,0.01
2061-07-28,6.89,16.45,0.17
2061-07-29,3.33,11.28,0.23
2061-07-30,4.56,10.66,0.86
2061-07-31,6.62,12.83,0.13
2061-08-01,4.02,13.12,0.01
2061-08-02,7.16,12.7,0.0
2061-08-03,4.05,13.22,0.01
2061-08-04,8.3,15.18,3.36
2061-08-05,5.01,12.25,2.42
2061-08-06,5.99,11.85,0.02
2061-08-07,5.56,13.01,0.01
2061-08-08,4.3,12.77,0.8
2061-08-09,5.97,14.87,0.08
2061-08-10,4.97,14.1,6.98
2061-08-11,5.03,12.12,0.09
2061-08-12,8.2,14.2,0.17
2061-08-13,5.85,13.98,0.0
2061-08-14,5.52,14.47,0.03
2061-08-15,5.44,13.97,0.05
2061-08-16,5.84,15.65,0.01
2061-08-17,8.27,17.89,0.39
2061-08-18,10.4,14.74,3.92
